year,company_name,ticker,country_iso3,geo_code_type,country_code_review_flag,segment,analysis_period,source_validation_caution,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,calculated_operating_income_usd_bn,operating_income_abs_diff_usd_bn,operating_income_review_flag,rd_intensity_pct,capex_intensity_pct,zero_revenue_flag
2016,Infineon,IFX,DEU,country,False,idm_automotive,Smart automobile expansion,False,6.56,20.7,1.36,0.79,0.98,1.3579199999999998,0.002080000000000304,False,12.042682926829269,14.939024390243901,False
2017,Infineon,IFX,DEU,country,False,idm_automotive,Smart automobile expansion,False,8.03,15.0,1.21,0.96,1.2,1.2045,0.00550000000000006,False,11.955168119551681,14.943960149439603,False
2018,Infineon,IFX,DEU,country,False,idm_automotive,Smart automobile expansion,False,8.08,18.7,1.51,0.97,1.21,1.51096,0.0009600000000000719,False,12.004950495049505,14.975247524752474,False
2019,Infineon,IFX,DEU,country,False,idm_automotive,Smart automobile expansion,False,8.57,22.4,1.92,1.03,1.28,1.9196799999999998,0.000320000000000098,False,12.018669778296383,14.935822637106183,False
2020,Infineon,IFX,DEU,country,False,idm_automotive,Smart automobile expansion,False,9.07,14.7,1.33,1.09,1.36,1.33329,0.003290000000000015,False,12.017640573318634,14.994487320837926,False
2021,Infineon,IFX,DEU,country,False,idm_automotive,Smart automobile expansion,False,11.78,18.3,2.15,1.41,1.77,2.1557399999999998,0.005739999999999856,False,11.96943972835314,15.025466893039049,False
2022,Infineon,IFX,DEU,country,False,idm_automotive,Transition Year,False,14.75,18.1,2.67,1.77,2.21,2.66975,0.00024999999999986144,False,12.0,14.983050847457626,False
2023,Infineon,IFX,DEU,country,False,idm_automotive,AI expansion,False,16.68,11.6,1.94,2.0,2.5,1.93488,0.005120000000000013,False,11.990407673860911,14.98800959232614,False
2024,Infineon,IFX,DEU,country,False,idm_automotive,AI expansion,False,15.35,21.3,3.28,1.84,2.3,3.2695499999999997,0.01045000000000007,False,11.98697068403909,14.983713355048858,False
2025,Infineon,IFX,DEU,country,False,idm_automotive,AI expansion,True,15.69,21.6,3.39,1.88,2.35,3.38904,0.0009600000000000719,False,11.982154238368386,14.977692797960485,False
2026,Infineon,IFX,DEU,country,False,idm_automotive,AI expansion,True,17.45,20.7,3.61,2.09,2.62,3.6121499999999997,0.0021499999999998742,False,11.977077363896846,15.014326647564472,False
2010,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,9.87,21.3,2.11,1.18,0.99,2.10231,0.007689999999999753,False,11.955420466058763,10.030395136778116,False
2011,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,9.41,16.2,1.52,1.13,0.94,1.52442,0.0044200000000000905,False,12.008501594048884,9.989373007438894,False
2012,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,9.17,20.7,1.9,1.1,0.92,1.8981899999999998,0.0018100000000000893,False,11.995637949836425,10.032715376226827,False
2013,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,8.17,24.4,1.99,0.98,0.82,1.99348,0.0034799999999999276,False,11.995104039167687,10.03671970624235,False
2014,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,7.56,20.1,1.52,0.91,0.76,1.5195599999999998,0.000440000000000218,False,12.037037037037038,10.052910052910054,False
2015,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,7.06,18.1,1.28,0.85,0.71,1.27786,0.0021400000000000308,False,12.039660056657224,10.056657223796034,False
2016,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,7.98,18.4,1.47,0.96,0.8,1.4683199999999998,0.0016800000000001258,False,12.030075187969924,10.025062656641603,False
2017,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,8.63,24.1,2.08,1.04,0.86,2.0798300000000003,0.00016999999999978144,False,12.05098493626883,9.96523754345307,False
2018,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,9.3,12.8,1.19,1.12,0.93,1.1904000000000001,0.000400000000000178,False,12.043010752688172,10.0,False
2019,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,10.39,27.6,2.87,1.25,1.04,2.86764,0.0023599999999999177,False,12.030798845043309,10.009624639076034,False
2020,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,10.08,14.2,1.43,1.21,1.01,1.43136,0.0013600000000000279,False,12.003968253968253,10.01984126984127,False
2021,STMicroelectronics,STM,EUR,region,True,idm_diversified,Smart automobile expansion,False,13.03,19.1,2.49,1.56,1.3,2.4887300000000003,0.0012699999999998823,False,11.97237145049885,9.976976208749042,False
2022,STMicroelectronics,STM,EUR,region,True,idm_diversified,Transition Year,False,16.01,16.7,2.67,1.92,1.6,2.67367,0.003670000000000062,False,11.99250468457214,9.993753903810118,False
2023,STMicroelectronics,STM,EUR,region,True,idm_diversified,AI expansion,False,17.6,21.6,3.8,2.11,1.76,3.801600000000001,0.001600000000001156,False,11.988636363636363,10.0,False
2024,STMicroelectronics,STM,EUR,region,True,idm_diversified,AI expansion,False,12.72,22.1,2.81,1.53,1.27,2.8111200000000003,0.001120000000000232,False,12.028301886792454,9.984276729559747,False
2025,STMicroelectronics,STM,EUR,region,True,idm_diversified,AI expansion,True,15.85,20.5,3.25,1.9,1.58,3.24925,0.0007500000000000284,False,11.98738170347003,9.96845425867508,False
2026,STMicroelectronics,STM,EUR,region,True,idm_diversified,AI expansion,True,16.33,19.6,3.2,1.96,1.63,3.2006799999999997,0.0006799999999995698,False,12.00244947948561,9.981628903857931,False
2010,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,4.48,14.8,0.66,0.54,0.67,0.6630400000000002,0.0030400000000001537,False,12.053571428571429,14.955357142857142,False
2011,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,4.76,18.8,0.9,0.57,0.71,0.89488,0.005120000000000013,False,11.974789915966385,14.915966386554622,False
2012,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,5.37,19.5,1.05,0.64,0.81,1.04715,0.002850000000000019,False,11.91806331471136,15.083798882681565,False
2013,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,5.7,16.7,0.95,0.68,0.85,0.9519,0.0019000000000000128,False,11.92982456140351,14.912280701754385,False
2014,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,5.86,21.0,1.23,0.7,0.88,1.2306,0.0005999999999999339,False,11.945392491467576,15.01706484641638,False
2015,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,5.94,20.5,1.22,0.71,0.89,1.2177,0.0022999999999999687,False,11.952861952861952,14.983164983164981,False
2016,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,7.47,19.0,1.42,0.9,1.12,1.4193,0.0006999999999999229,False,12.048192771084338,14.993306559571623,False
2017,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,7.89,19.9,1.57,0.95,1.18,1.57011,0.00010999999999983245,False,12.040557667934094,14.955640050697086,False
2018,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,9.15,19.0,1.74,1.1,1.37,1.7385,0.0015000000000000568,False,12.021857923497269,14.972677595628417,False
2019,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,8.98,14.9,1.34,1.08,1.35,1.3380200000000002,0.0019799999999998708,False,12.026726057906458,15.033407572383073,False
2020,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,8.19,21.4,1.76,0.98,1.23,1.7526599999999999,0.007340000000000124,False,11.965811965811966,15.018315018315018,False
2021,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Smart automobile expansion,False,10.73,12.3,1.32,1.29,1.61,1.3197900000000002,0.00020999999999982144,False,12.022367194780987,15.00465983224604,False
2022,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,Transition Year,False,13.51,20.8,2.81,1.62,2.03,2.8100799999999997,7.999999999963592e-05,False,11.991117690599557,15.025906735751294,False
2023,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,AI expansion,False,13.02,6.0,0.79,1.56,1.95,0.7812,0.00880000000000003,False,11.981566820276498,14.976958525345621,False
2024,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,AI expansion,False,12.92,21.0,2.72,1.55,1.94,2.7132,0.006800000000000139,False,11.996904024767801,15.01547987616099,False
2025,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,AI expansion,True,15.09,21.3,3.21,1.81,2.26,3.21417,0.004170000000000229,False,11.994698475811797,14.976805831676607,False
2026,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,AI expansion,True,15.68,19.5,3.06,1.88,2.35,3.0576,0.0024000000000001798,False,11.989795918367346,14.987244897959185,False
2010,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,12.3,21.9,2.69,1.48,1.84,2.6937,0.0037000000000002586,False,12.03252032520325,14.959349593495935,False
2011,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,11.42,18.4,2.11,1.37,1.71,2.10128,0.008719999999999839,False,11.996497373029772,14.973730297723293,False
2012,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,9.87,18.6,1.83,1.18,1.48,1.83582,0.005819999999999936,False,11.955420466058763,14.994934143870314,False
2013,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,9.22,24.5,2.26,1.11,1.38,2.2589,0.0010999999999996568,False,12.039045553145336,14.96746203904555,False
2014,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,7.89,18.7,1.48,0.95,1.18,1.4754299999999998,0.004570000000000185,False,12.040557667934094,14.955640050697086,False
2015,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,7.07,19.3,1.36,0.85,1.06,1.3645100000000001,0.004510000000000014,False,12.022630834512022,14.992927864214995,False
2016,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,7.2,13.2,0.95,0.86,1.08,0.9503999999999999,0.00039999999999995595,False,11.944444444444443,15.0,False
2017,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,6.83,17.7,1.21,0.82,1.02,1.20891,0.0010900000000000354,False,12.005856515373353,14.93411420204978,False
2018,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,6.53,17.1,1.12,0.78,0.98,1.11663,0.003370000000000095,False,11.944869831546708,15.007656967840735,False
2019,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,6.62,19.4,1.28,0.79,0.99,1.2842799999999999,0.0042799999999998395,False,11.933534743202417,14.954682779456194,False
2020,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,6.82,19.3,1.31,0.82,1.02,1.31626,0.006259999999999932,False,12.023460410557183,14.95601173020528,False
2021,Renesas,6723,JPN,country,False,idm_automotive,Smart automobile expansion,False,8.53,19.8,1.69,1.02,1.28,1.68894,0.0010599999999998388,False,11.957796014067997,15.00586166471278,False
2022,Renesas,6723,JPN,country,False,idm_automotive,Transition Year,False,11.35,17.1,1.94,1.36,1.7,1.9408500000000002,0.0008500000000002395,False,11.982378854625551,14.977973568281937,False
2023,Renesas,6723,JPN,country,False,idm_automotive,AI expansion,False,10.31,11.7,1.2,1.24,1.55,1.20627,0.006269999999999998,False,12.027158098933075,15.033947623666343,False
2024,Renesas,6723,JPN,country,False,idm_automotive,AI expansion,False,9.34,21.9,2.05,1.12,1.4,2.04546,0.0045399999999999885,False,11.991434689507496,14.989293361884368,False
2025,Renesas,6723,JPN,country,False,idm_automotive,AI expansion,True,10.45,22.1,2.31,1.25,1.57,2.30945,0.0005500000000000504,False,11.961722488038278,15.023923444976079,False
2026,Renesas,6723,JPN,country,False,idm_automotive,AI expansion,True,11.15,20.0,2.23,1.34,1.67,2.23,0.0,False,12.017937219730943,14.977578475336323,False
2010,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,1.49,36.4,0.54,0.18,0.15,0.54236,0.0023599999999999177,False,12.080536912751677,10.06711409395973,False
2011,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,1.56,42.1,0.66,0.19,0.16,0.65676,0.0032400000000000206,False,12.179487179487179,10.256410256410255,False
2012,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,1.76,36.9,0.65,0.21,0.18,0.64944,0.0005600000000000049,False,11.931818181818182,10.227272727272727,False
2013,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,1.91,43.4,0.83,0.23,0.19,0.8289399999999999,0.001060000000000061,False,12.041884816753928,9.947643979057592,False
2014,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,1.92,35.5,0.68,0.23,0.19,0.6816,0.0015999999999999348,False,11.979166666666668,9.895833333333334,False
2015,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,2.14,44.4,0.95,0.26,0.21,0.95016,0.000160000000000049,False,12.149532710280374,9.813084112149532,False
2016,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,2.82,42.3,1.19,0.34,0.28,1.1928599999999998,0.0028599999999998627,False,12.056737588652485,9.929078014184398,False
2017,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,3.29,36.6,1.2,0.39,0.33,1.20414,0.0041400000000000325,False,11.854103343465045,10.030395136778116,False
2018,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,4.05,40.2,1.63,0.49,0.41,1.6281,0.0018999999999997907,False,12.098765432098766,10.123456790123457,False
2019,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,4.73,39.4,1.86,0.57,0.47,1.8636200000000003,0.0036200000000001786,False,12.050739957716699,9.93657505285412,False
2020,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,5.34,40.5,2.16,0.64,0.53,2.1626999999999996,0.0026999999999994806,False,11.985018726591761,9.925093632958802,False
2021,Microchip,MCHP,USA,country,False,idm_micro,Smart automobile expansion,False,7.01,42.4,2.97,0.84,0.7,2.9722399999999998,0.0022399999999995757,False,11.982881597717546,9.985734664764621,False
2022,Microchip,MCHP,USA,country,False,idm_micro,Transition Year,False,8.0,33.3,2.66,0.96,0.8,2.6639999999999997,0.0039999999999995595,False,12.0,10.0,False
2023,Microchip,MCHP,USA,country,False,idm_micro,AI expansion,False,7.83,43.6,3.41,0.94,0.78,3.4138800000000002,0.0038800000000001056,False,12.005108556832694,9.96168582375479,False
2024,Microchip,MCHP,USA,country,False,idm_micro,AI expansion,False,4.27,34.4,1.47,0.51,0.43,1.4688799999999997,0.001120000000000232,False,11.943793911007026,10.07025761124122,False
2025,Microchip,MCHP,USA,country,False,idm_micro,AI expansion,True,5.47,42.8,2.34,0.66,0.55,2.34116,0.0011600000000000499,False,12.065813528336381,10.054844606946984,False
2026,Microchip,MCHP,USA,country,False,idm_micro,AI expansion,True,6.86,41.5,2.85,0.82,0.69,2.8468999999999998,0.0031000000000003247,False,11.953352769679299,10.058309037900873,False
2010,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,2.27,22.3,0.51,0.27,0.23,0.50621,0.00378999999999996,False,11.894273127753305,10.132158590308372,False
2011,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,2.54,24.1,0.61,0.3,0.25,0.61214,0.0021400000000000308,False,11.811023622047244,9.842519685039369,False
2012,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,2.7,31.1,0.84,0.32,0.27,0.8397000000000001,0.00029999999999985594,False,11.851851851851851,10.0,False
2013,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,3.19,28.4,0.91,0.38,0.32,0.9059599999999999,0.004040000000000155,False,11.912225705329153,10.031347962382446,False
2014,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,3.17,27.6,0.87,0.38,0.32,0.87492,0.0049200000000000355,False,11.987381703470032,10.094637223974765,False
2015,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,3.57,26.3,0.94,0.43,0.36,0.93891,0.0010899999999999244,False,12.044817927170868,10.084033613445378,False
2016,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,4.46,26.9,1.2,0.54,0.45,1.1997399999999998,0.000260000000000149,False,12.10762331838565,10.089686098654708,False
2017,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,5.21,26.9,1.4,0.63,0.52,1.40149,0.0014899999999999913,False,12.092130518234164,9.98080614203455,False
2018,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,5.96,19.6,1.17,0.72,0.6,1.16816,0.0018399999999998418,False,12.080536912751677,10.06711409395973,False
2019,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,5.61,23.3,1.31,0.67,0.56,1.3071300000000001,0.002869999999999928,False,11.942959001782532,9.982174688057041,False
2020,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,5.1,30.0,1.53,0.61,0.51,1.53,0.0,False,11.96078431372549,10.0,False
2021,Onsemi,ON,USA,country,False,idm_power,Smart automobile expansion,False,7.16,29.1,2.08,0.86,0.72,2.0835600000000003,0.0035600000000002296,False,12.011173184357542,10.055865921787708,False
2022,Onsemi,ON,USA,country,False,idm_power,Transition Year,False,8.36,29.1,2.43,1.0,0.84,2.43276,0.0027599999999998737,False,11.961722488038278,10.047846889952153,False
2023,Onsemi,ON,USA,country,False,idm_power,AI expansion,False,8.3,25.6,2.13,1.0,0.83,2.1248,0.005199999999999871,False,12.048192771084336,10.0,False
2024,Onsemi,ON,USA,country,False,idm_power,AI expansion,False,6.87,26.2,1.8,0.82,0.69,1.79994,5.999999999994898e-05,False,11.935953420669577,10.043668122270741,False
2025,Onsemi,ON,USA,country,False,idm_power,AI expansion,True,8.06,21.1,1.7,0.97,0.81,1.7006600000000003,0.000660000000000327,False,12.034739454094291,10.049627791563276,False
2026,Onsemi,ON,USA,country,False,idm_power,AI expansion,True,8.99,24.8,2.23,1.08,0.9,2.22952,0.00048000000000003595,False,12.013348164627365,10.011123470522804,False
2010,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,6.65,37.7,2.51,1.06,0.4,2.5070500000000004,0.002949999999999342,False,15.939849624060152,6.015037593984962,False
2011,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,6.44,35.7,2.3,1.03,0.39,2.2990800000000005,0.0009199999999993658,False,15.993788819875776,6.055900621118012,False
2012,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,6.59,34.4,2.27,1.05,0.4,2.26696,0.0030399999999999316,False,15.933232169954477,6.0698027314112295,False
2013,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,6.51,34.5,2.25,1.04,0.39,2.24595,0.004049999999999887,False,15.975422427035332,5.990783410138249,False
2014,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,6.71,31.2,2.1,1.07,0.4,2.09352,0.006480000000000263,False,15.94634873323398,5.961251862891208,False
2015,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,7.11,36.2,2.57,1.14,0.43,2.57382,0.0038200000000001566,False,16.0337552742616,6.047819971870604,False
2016,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,8.21,34.6,2.84,1.31,0.49,2.84066,0.000660000000000327,False,15.956151035322778,5.968331303288672,False
2017,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,10.65,38.2,4.06,1.7,0.64,4.068300000000001,0.008300000000001084,False,15.96244131455399,6.009389671361502,False
2018,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,12.38,35.1,4.35,1.98,0.74,4.3453800000000005,0.00461999999999918,False,15.993537964458804,5.977382875605816,False
2019,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,13.65,31.7,4.33,2.18,0.82,4.32705,0.00295000000000023,False,15.970695970695973,6.007326007326006,False
2020,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,16.17,36.1,5.84,2.59,0.97,5.837370000000001,0.002629999999999022,False,16.017316017316013,5.998763141620284,False
2021,ASML,ASML,NLD,country,False,equipment_litho,Smart automobile expansion,False,20.79,38.3,7.96,3.33,1.25,7.9625699999999995,0.002569999999999517,False,16.01731601731602,6.012506012506013,False
2022,ASML,ASML,NLD,country,False,equipment_litho,Transition Year,False,23.9,31.3,7.47,3.82,1.43,7.4807,0.010699999999999932,False,15.983263598326362,5.98326359832636,False
2023,ASML,ASML,NLD,country,False,equipment_litho,AI expansion,False,30.31,35.7,10.81,4.85,1.82,10.82067,0.010669999999999291,False,16.001319696469814,6.004618937644342,False
2024,ASML,ASML,NLD,country,False,equipment_litho,AI expansion,False,31.81,33.3,10.58,5.09,1.91,10.59273,0.012729999999999464,False,16.001257466205594,6.004401131719585,False
2025,ASML,ASML,NLD,country,False,equipment_litho,AI expansion,True,38.79,33.5,12.99,6.21,2.33,12.99465,0.004649999999999821,False,16.009280742459396,6.006702758442898,False
2026,ASML,ASML,NLD,country,False,equipment_litho,AI expansion,True,44.16,35.9,15.87,7.07,2.65,15.853439999999999,0.01656000000000013,False,16.009963768115945,6.000905797101449,False
2010,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,9.39,30.7,2.88,1.13,0.94,2.8827300000000005,0.0027300000000005653,False,12.034078807241745,10.010649627263044,False
2011,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,9.56,26.6,2.54,1.15,0.96,2.5429600000000003,0.0029600000000002957,False,12.029288702928868,10.041841004184098,False
2012,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,9.32,34.3,3.2,1.12,0.93,3.19676,0.0032400000000003537,False,12.01716738197425,9.97854077253219,False
2013,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,9.12,23.7,2.16,1.09,0.91,2.16144,0.0014399999999996638,False,11.951754385964914,9.978070175438598,False
2014,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,8.91,30.1,2.68,1.07,0.89,2.6819100000000002,0.0019100000000000783,False,12.008978675645343,9.988776655443322,False
2015,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,9.41,29.6,2.79,1.13,0.94,2.78536,0.0046400000000001995,False,12.008501594048884,9.989373007438894,False
2016,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,12.27,22.0,2.7,1.47,1.23,2.6994,0.000600000000000378,False,11.98044009779951,10.024449877750612,False
2017,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,14.44,34.7,5.01,1.73,1.44,5.010680000000001,0.0006800000000009021,False,11.98060941828255,9.97229916897507,False
2018,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,16.14,28.9,4.66,1.94,1.61,4.66446,0.0044599999999999085,False,12.01982651796778,9.975216852540273,False
2019,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,16.57,27.3,4.53,1.99,1.66,4.523610000000001,0.006389999999999674,False,12.009656004828003,10.018105009052505,False
2020,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,17.03,34.3,5.84,2.04,1.7,5.84129,0.0012900000000000134,False,11.978860833822665,9.982384028185553,False
2021,Applied Materials,AMAT,USA,country,False,equipment_diversified,Smart automobile expansion,False,22.72,29.0,6.59,2.73,2.27,6.5888,0.0011999999999998678,False,12.015845070422536,9.991197183098592,False
2022,Applied Materials,AMAT,USA,country,False,equipment_diversified,Transition Year,False,27.32,30.1,8.22,3.28,2.73,8.22332,0.0033199999999986574,False,12.005856515373353,9.99267935578331,False
2023,Applied Materials,AMAT,USA,country,False,equipment_diversified,AI expansion,False,27.93,29.7,8.3,3.35,2.79,8.295209999999999,0.004790000000001626,False,11.994271392767635,9.989258861439312,False
2024,Applied Materials,AMAT,USA,country,False,equipment_diversified,AI expansion,False,27.31,31.1,8.49,3.28,2.73,8.49341,0.0034100000000005792,False,12.010252654705237,9.996338337605273,False
2025,Applied Materials,AMAT,USA,country,False,equipment_diversified,AI expansion,True,33.11,32.6,10.78,3.97,3.31,10.79386,0.013860000000001094,False,11.9903352461492,9.996979764421624,False
2026,Applied Materials,AMAT,USA,country,False,equipment_diversified,AI expansion,True,32.31,32.9,10.63,3.88,3.23,10.62999,1.000000000139778e-05,False,12.00866604766326,9.996904982977405,False
2010,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,2.57,28.5,0.73,0.31,0.26,0.7324499999999999,0.002449999999999952,False,12.062256809338521,10.116731517509729,False
2011,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,3.23,30.1,0.97,0.39,0.32,0.97223,0.0022300000000000653,False,12.074303405572756,9.907120743034056,False
2012,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,3.71,30.0,1.11,0.45,0.37,1.113,0.0029999999999998916,False,12.129380053908356,9.973045822102426,False
2013,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,4.26,31.3,1.33,0.51,0.43,1.33338,0.0033799999999999386,False,11.971830985915494,10.093896713615024,False
2014,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,4.49,32.0,1.44,0.54,0.45,1.4368,0.0031999999999998696,False,12.026726057906458,10.022271714922049,False
2015,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,5.15,25.7,1.32,0.62,0.51,1.3235500000000002,0.003550000000000164,False,12.038834951456309,9.902912621359222,False
2016,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,7.22,30.3,2.18,0.87,0.72,2.1876599999999997,0.007659999999999556,False,12.049861495844876,9.97229916897507,False
2017,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,8.98,32.5,2.92,1.08,0.9,2.9185000000000003,0.0014999999999996128,False,12.026726057906458,10.022271714922049,False
2018,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,10.66,28.8,3.07,1.28,1.07,3.0700800000000004,8.00000000005241e-05,False,12.007504690431519,10.037523452157599,False
2019,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,10.37,29.9,3.1,1.24,1.04,3.1006299999999998,0.0006299999999996864,False,11.957569913211188,10.028929604628738,False
2020,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,10.08,27.0,2.72,1.21,1.01,2.7216000000000005,0.0016000000000002679,False,12.003968253968253,10.01984126984127,False
2021,Lam Research,LRCX,USA,country,False,equipment_etch,Smart automobile expansion,False,13.9,30.2,4.2,1.67,1.39,4.1978,0.002200000000000202,False,12.014388489208633,10.0,False
2022,Lam Research,LRCX,USA,country,False,equipment_etch,Transition Year,False,16.25,24.1,3.92,1.95,1.63,3.91625,0.003750000000000142,False,12.0,10.03076923076923,False
2023,Lam Research,LRCX,USA,country,False,equipment_etch,AI expansion,False,17.39,29.3,5.1,2.09,1.74,5.09527,0.004729999999999457,False,12.018401380103507,10.005750431282346,False
2024,Lam Research,LRCX,USA,country,False,equipment_etch,AI expansion,False,14.85,29.9,4.44,1.78,1.49,4.44015,0.0001499999999996504,False,11.986531986531986,10.033670033670033,False
2025,Lam Research,LRCX,USA,country,False,equipment_etch,AI expansion,True,17.07,32.8,5.6,2.05,1.71,5.59896,0.0010399999999997078,False,12.00937316930287,10.017574692442881,False
