year,company_name,ticker,country_iso3,geo_code_type,country_code_review_flag,segment,value_chain_group,analysis_period,source_validation_caution,first_observed_year,years_since_first_observation,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,calculated_operating_income_usd_bn,operating_income_abs_diff_usd_bn,operating_income_review_flag,rd_intensity_pct,capex_intensity_pct,zero_revenue_flag,previous_year,previous_revenue_usd_bn,previous_operating_income_usd_bn,consecutive_year_flag,revenue_growth_pct,absolute_revenue_change_usd_bn,operating_income_growth_pct,rd_to_operating_income_pct,capex_to_operating_income_pct,revenue_share_within_dataset_pct,revenue_rank_within_year,value_chain_revenue_usd_bn,value_chain_revenue_share_pct,growth_calculation_available,investment_ratio_available,recomputed_margin_pct,margin_difference_pp,extreme_flag
2016,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,Smart automobile expansion,False,2010,6,2.56,27.4,0.7,0.31,0.26,0.70144,0.00144,False,12.109375,10.15625,False,2015.0,2.73,0.75,True,-6.227106227,-0.17,-6.666666667,44.28571429,37.14285714,0.693259674,29,61.02,16.52449427,True,True,27.34375,0.05624999999999858,False
2017,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,Smart automobile expansion,False,2010,7,2.58,25.7,0.66,0.31,0.26,0.66306,0.00306,False,12.01550388,10.07751938,False,2016.0,2.56,0.7,True,0.78125,0.02,-5.714285714,46.96969697,39.39393939,0.599512025,31,71.42,16.59579412,True,True,25.581395348837212,0.11860465116278718,False
2018,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,Smart automobile expansion,False,2010,8,2.42,25.8,0.62,0.29,0.24,0.62436,0.00436,False,11.98347107,9.917355372,False,2017.0,2.58,0.66,True,-6.201550388,-0.16,-6.060606061,46.77419355,38.70967742,0.508189836,30,77.11,16.19277614,True,True,25.6198347107438,0.1801652892562018,False
2019,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,Smart automobile expansion,False,2010,9,2.63,24.6,0.65,0.32,0.26,0.64698,0.00302,False,12.16730038,9.885931559,False,2018.0,2.42,0.62,True,8.67768595,0.21,4.838709677,49.23076923,40.0,0.531259469,31,88.03,17.78204222,True,True,24.714828897338407,-0.11482889733840551,False
2020,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,Smart automobile expansion,False,2010,10,2.99,26.2,0.78,0.36,0.3,0.78338,0.00338,False,12.04013378,10.03344482,False,2019.0,2.63,0.65,True,13.68821293,0.36,20.0,46.15384615,38.46153846,0.593619091,29,99.9,19.83362783,True,True,26.08695652173913,0.11304347826087024,False
2021,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,Smart automobile expansion,False,2010,11,4.59,21.8,1.0,0.55,0.46,1.00062,0.00062,False,11.98257081,10.02178649,False,2020.0,2.99,0.78,True,53.51170569,1.6,28.20512821,55.0,46.0,0.761156161,29,127.36,21.12001061,True,True,21.78649237472767,0.013507625272332291,False
2022,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,Transition Year,False,2010,12,5.88,29.4,1.73,0.71,0.59,1.72872,0.00128,False,12.07482993,10.03401361,False,2021.0,4.59,1.0,True,28.10457516,1.29,73.0,41.04046243,34.10404624,0.8430591,27,154.83,22.19912253,True,True,29.421768707482993,-0.021768707482994643,False
2023,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,AI expansion,False,2010,13,5.38,22.5,1.21,0.65,0.54,1.2105,0.0005,False,12.08178439,10.03717472,False,2022.0,5.88,1.73,True,-8.503401361,-0.5,-30.05780347,53.71900826,44.62809917,0.82218996,29,177.4,27.11087339,True,True,22.490706319702603,0.009293680297396634,False
2024,Marvell,MRVL,USA,country,False,fabless_networking,Fabless,AI expansion,False,2010,14,5.84,27.5,1.61,0.7,0.58,1.606,0.004,False,11.98630137,9.931506849,False,2023.0,5.38,1.21,True,8.550185874,0.46,33.05785124,43.47826087,36.02484472,0.704879845,30,284.01,34.27961038,True,True,27.568493150684937,-0.06849315068493667,False
2015,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,5,6.41,27.9,1.79,0.77,0.64,1.78839,0.00161,False,12.0124805,9.984399376,False,2014.0,5.99,1.74,True,7.011686144,0.42,2.873563218,43.01675978,35.75418994,2.057652799,14,56.49,18.13366718,True,True,27.92511700468019,-0.02511700468019029,False
2016,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,6,7.0,26.5,1.85,0.84,0.7,1.855,0.005,False,12.0,10.0,False,2015.0,6.41,1.79,True,9.204368175,0.59,3.351955307,45.40540541,37.83783784,1.895631922,17,61.02,16.52449427,True,True,26.42857142857143,0.0714285714285694,False
2017,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,7,7.37,29.4,2.17,0.88,0.74,2.16678,0.00322,False,11.94029851,10.04070556,False,2016.0,7.0,1.85,True,5.285714286,0.37,17.2972973,40.55299539,34.10138249,1.712559545,18,71.42,16.59579412,True,True,29.443690637720486,-0.04369063772048776,False
2018,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,8,7.87,32.3,2.54,0.94,0.79,2.54201,0.00201,False,11.94409149,10.03811944,False,2017.0,7.37,2.17,True,6.784260516,0.5,17.05069124,37.00787402,31.1023622,1.652666947,18,77.11,16.19277614,True,True,32.27445997458704,0.0255400254129583,False
2019,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,9,9.77,32.2,3.14,1.17,0.98,3.14594,0.00594,False,11.97543501,10.03070624,False,2018.0,7.87,2.54,True,24.14231258,1.9,23.62204724,37.2611465,31.21019108,1.973538026,16,88.03,17.78204222,True,True,32.139201637666325,0.06079836233367786,False
2020,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,10,10.4,29.8,3.1,1.25,1.04,3.0992,0.0008,False,12.01923077,10.0,False,2019.0,9.77,3.14,True,6.448311157,0.63,-1.27388535,40.32258065,33.5483871,2.064762056,15,99.9,19.83362783,True,True,29.807692307692307,-0.007692307692305889,False
2021,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,11,14.24,28.4,4.05,1.71,1.42,4.04416,0.00584,False,12.00842697,9.971910112,False,2020.0,10.4,3.1,True,36.92307692,3.84,30.64516129,42.22222222,35.0617284,2.361408222,14,127.36,21.12001061,True,True,28.441011235955056,-0.0410112359550574,False
2022,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,Transition Year,False,2010,12,19.46,31.9,6.21,2.34,1.95,6.20774,0.00226,False,12.02466598,10.02055498,False,2021.0,14.24,4.05,True,36.65730337,5.22,53.33333333,37.68115942,31.40096618,2.790124165,12,154.83,22.19912253,True,True,31.911613566289827,-0.011613566289828015,False
2023,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,AI expansion,False,2010,13,13.32,17.0,2.26,1.6,1.33,2.2644,0.0044,False,12.01201201,9.984984985,False,2022.0,19.46,6.21,True,-31.55190134,-6.14,-63.60708535,70.79646018,58.84955752,2.035607855,17,177.4,27.11087339,True,True,16.966966966966964,0.03303303303303551,False
2024,MediaTek,2454,TWN,country,False,fabless_mobile,Fabless,AI expansion,False,2010,14,17.02,26.4,4.48,2.04,1.7,4.49328,0.01328,False,11.98589894,9.988249119,False,2023.0,13.32,2.26,True,27.77777778,3.7,98.2300885,45.53571429,37.94642857,2.054290232,13,284.01,34.27961038,True,True,26.321974148061106,0.078025851938893,False
2015,Microchip,MCHP,USA,country,False,idm_micro,IDM,Smart automobile expansion,False,2010,5,2.14,44.4,0.95,0.26,0.21,0.95016,0.00016,False,12.14953271,9.813084112,False,2014.0,1.92,0.68,True,11.45833333,0.22,39.70588235,27.36842105,22.10526316,0.686954289,31,172.79,55.46674371,True,True,44.392523364485974,0.00747663551402411,False
2016,Microchip,MCHP,USA,country,False,idm_micro,IDM,Smart automobile expansion,False,2010,6,2.82,42.3,1.19,0.34,0.28,1.19286,0.00286,False,12.05673759,9.929078014,False,2015.0,2.14,0.95,True,31.77570093,0.68,25.26315789,28.57142857,23.52941176,0.76366886,27,211.93,57.39161047,True,True,42.198581560283685,0.10141843971631204,False
2017,Microchip,MCHP,USA,country,False,idm_micro,IDM,Smart automobile expansion,False,2010,7,3.29,36.6,1.2,0.39,0.33,1.20414,0.00414,False,11.85410334,10.03039514,False,2016.0,2.82,1.19,True,16.66666667,0.47,0.840336134,32.5,27.5,0.764494016,27,247.23,57.44858836,True,True,36.474164133738604,0.1258358662613972,False
2018,Microchip,MCHP,USA,country,False,idm_micro,IDM,Smart automobile expansion,False,2010,8,4.05,40.2,1.63,0.49,0.41,1.6281,0.0019,False,12.09876543,10.12345679,False,2017.0,3.29,1.2,True,23.10030395,0.76,35.83333333,30.06134969,25.15337423,0.85048299,26,274.37,57.61654767,True,True,40.24691358024691,-0.04691358024690828,False
2019,Microchip,MCHP,USA,country,False,idm_micro,IDM,Smart automobile expansion,False,2010,9,4.73,39.4,1.86,0.57,0.47,1.86362,0.00362,False,12.05073996,9.936575053,False,2018.0,4.05,1.63,True,16.79012346,0.68,14.11042945,30.64516129,25.2688172,0.955459045,27,273.07,55.16008484,True,True,39.323467230443974,0.0765327695560245,False
2020,Microchip,MCHP,USA,country,False,idm_micro,IDM,Smart automobile expansion,False,2010,10,5.34,40.5,2.16,0.64,0.53,2.1627,0.0027,False,11.98501873,9.925093633,False,2019.0,4.73,1.86,True,12.89640592,0.61,16.12903226,29.62962963,24.53703704,1.060175902,24,258.64,51.34904405,True,True,40.449438202247194,0.050561797752806115,False
2021,Microchip,MCHP,USA,country,False,idm_micro,IDM,Smart automobile expansion,False,2010,11,7.01,42.4,2.97,0.84,0.7,2.97224,0.00224,False,11.9828816,9.985734665,False,2020.0,5.34,2.16,True,31.27340824,1.67,37.5,28.28282828,23.56902357,1.162462896,25,285.1,47.2779132,True,True,42.368045649072755,0.031954350927243524,False
2022,Microchip,MCHP,USA,country,False,idm_micro,IDM,Transition Year,False,2010,12,8.0,33.3,2.66,0.96,0.8,2.664,0.004,False,12.0,10.0,False,2021.0,7.01,2.97,True,14.12268188,0.99,-10.43771044,36.09022556,30.07518797,1.147019184,25,317.07,45.46067158,True,True,33.25,0.04999999999999716,False
2023,Microchip,MCHP,USA,country,False,idm_micro,IDM,AI expansion,False,2010,13,7.83,43.6,3.41,0.94,0.78,3.41388,0.00388,False,12.00510856,9.961685824,False,2022.0,8.0,2.66,True,-2.125,-0.17,28.19548872,27.5659824,22.87390029,1.19660732,24,256.74,39.23588294,True,True,43.55044699872286,0.049553001277139685,False
2024,Microchip,MCHP,USA,country,False,idm_micro,IDM,AI expansion,False,2010,14,4.27,34.4,1.47,0.51,0.43,1.46888,0.00112,False,11.94379391,10.07025761,False,2023.0,7.83,3.41,True,-45.46615581,-3.56,-56.8914956,34.69387755,29.25170068,0.515383037,33,301.22,36.35683335,True,True,34.42622950819673,-0.02622950819672809,False
2015,Micron,MU,USA,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,5,15.83,15.5,2.46,1.58,5.54,2.45365,0.00635,False,9.981048642,34.99684144,False,2014.0,14.64,1.54,True,8.128415301,1.19,59.74025974,64.22764228,225.203252,5.081535696,6,172.79,55.46674371,True,True,15.540113708149084,-0.040113708149084104,False
2016,Micron,MU,USA,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,6,20.41,21.2,4.32,2.04,7.14,4.32692,0.00692,False,9.995100441,34.98285154,False,2015.0,15.83,2.46,True,28.93240682,4.58,75.6097561,47.22222222,165.2777778,5.527121077,6,211.93,57.39161047,True,True,21.16609505144537,0.033904948554628334,False
2017,Micron,MU,USA,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,7,26.52,26.1,6.92,2.65,9.28,6.92172,0.00172,False,9.992458522,34.99245852,False,2016.0,20.41,4.32,True,29.93630573,6.11,60.18518519,38.29479769,134.1040462,6.162425932,5,247.23,57.44858836,True,True,26.09351432880845,0.006485671191551745,False
2018,Micron,MU,USA,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,8,30.14,32.2,9.71,3.01,10.55,9.70508,0.00492,False,9.9867286,35.00331785,False,2017.0,26.52,6.92,True,13.65007541,3.62,40.31791908,30.99897013,108.6508754,6.329273415,5,274.37,57.61654767,True,True,32.21632382216324,-0.016323822163236912,False
2019,Micron,MU,USA,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,9,25.66,38.6,9.9,2.57,8.98,9.90476,0.00476,False,10.01558846,34.99610288,False,2018.0,30.14,9.71,True,-14.86396815,-4.48,1.956745623,25.95959596,90.70707071,5.183314817,5,273.07,55.16008484,True,True,38.58144972720187,0.018550272798130152,False
2020,Micron,MU,USA,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,10,20.26,38.0,7.69,2.03,7.09,7.6988,0.0088,False,10.01974334,34.99506417,False,2019.0,25.66,9.9,True,-21.04442712,-5.4,-22.32323232,26.39791938,92.1976593,4.022315313,7,258.64,51.34904405,True,True,37.95656465942744,0.04343534057255738,False
2021,Micron,MU,USA,country,False,idm_memory,IDM,Smart automobile expansion,False,2010,11,24.59,35.5,8.73,2.46,8.61,8.72945,0.00055,False,10.00406669,35.01423343,False,2020.0,20.26,7.69,True,21.3721619,4.33,13.52405722,28.17869416,98.62542955,4.077740743,7,285.1,47.2779132,True,True,35.502236681577884,-0.0022366815778838145,False
2022,Micron,MU,USA,country,False,idm_memory,IDM,Transition Year,False,2010,12,32.09,41.3,13.26,3.21,11.23,13.25317,0.00683,False,10.00311624,34.99532565,False,2021.0,24.59,8.73,True,30.50020333,7.5,51.89003436,24.2081448,84.6907994,4.600980701,7,317.07,45.46067158,True,True,41.32128388906201,-0.02128388906201195,False
2023,Micron,MU,USA,country,False,idm_memory,IDM,AI expansion,False,2010,13,15.17,20.6,3.13,1.52,5.31,3.12502,0.00498,False,10.01977587,35.00329598,False,2022.0,32.09,13.26,True,-52.72670614,-16.92,-76.39517345,48.56230032,169.6485623,2.318331168,15,256.74,39.23588294,True,True,20.63282794990112,-0.032827949901118814,False
2024,Micron,MU,USA,country,False,idm_memory,IDM,AI expansion,False,2010,14,22.96,28.4,6.52,2.3,8.04,6.52064,0.00064,False,10.0174216,35.0174216,False,2023.0,15.17,3.13,True,51.35135135,7.79,108.3067093,35.27607362,123.3128834,2.771239937,11,301.22,36.35683335,True,True,28.397212543554005,0.0027874564459935414,False
2015,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Smart automobile expansion,False,2010,5,5.2,55.7,2.89,1.3,0.1,2.8964,0.0064,False,25.0,1.923076923,False,2014.0,4.68,2.62,True,11.11111111,0.52,10.30534351,44.98269896,3.460207612,1.66923472,18,56.49,18.13366718,True,True,55.57692307692308,0.12307692307692264,True
2016,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Smart automobile expansion,False,2010,6,6.49,58.3,3.78,1.62,0.13,3.78367,0.00367,False,24.9614792,2.003081664,False,2015.0,5.2,2.89,True,24.80769231,1.29,30.79584775,42.85714286,3.439153439,1.757521597,19,61.02,16.52449427,True,True,58.24345146379044,0.056548536209554356,True
2017,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Smart automobile expansion,False,2010,7,8.24,59.6,4.91,2.06,0.16,4.91104,0.00104,False,25.0,1.941747573,False,2016.0,6.49,3.78,True,26.96456086,1.75,29.89417989,41.95519348,3.258655804,1.914720576,15,71.42,16.59579412,True,True,59.5873786407767,0.012621359223302875,True
2018,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Smart automobile expansion,False,2010,8,9.75,51.3,5.01,2.44,0.2,5.00175,0.00825,False,25.02564103,2.051282051,False,2017.0,8.24,4.91,True,18.32524272,1.51,2.036659878,48.70259481,3.992015968,2.047459051,14,77.11,16.19277614,True,True,51.38461538461539,-0.08461538461538964,True
2019,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Smart automobile expansion,False,2010,9,12.67,60.0,7.6,3.17,0.25,7.602,0.002,False,25.01973165,1.973164957,False,2018.0,9.75,5.01,True,29.94871795,2.92,51.69660679,41.71052632,3.289473684,2.559337441,12,88.03,17.78204222,True,True,59.98421468034727,0.015785319652728447,True
2020,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Smart automobile expansion,False,2010,10,17.59,54.5,9.58,4.4,0.35,9.58655,0.00655,False,25.01421262,1.989766913,False,2019.0,12.67,7.6,True,38.83188635,4.92,26.05263158,45.92901879,3.653444676,3.492227362,8,99.9,19.83362783,True,True,54.46276293348493,0.03723706651506831,True
2021,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Smart automobile expansion,False,2010,11,21.6,59.4,12.83,5.4,0.43,12.8304,0.0004,False,25.0,1.990740741,False,2020.0,17.59,9.58,True,22.79704377,4.01,33.92484342,42.08885425,3.351519875,3.581911348,9,127.36,21.12001061,True,True,59.398148148148145,0.0018518518518533256,True
2022,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,Transition Year,False,2010,12,26.12,52.3,13.66,6.53,0.52,13.66076,0.00076,False,25.0,1.990811639,False,2021.0,21.6,12.83,True,20.92592593,4.52,6.469212783,47.80380673,3.806734993,3.745017635,9,154.83,22.19912253,True,True,52.29709035222052,0.002909647779475222,True
2023,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,AI expansion,False,2010,13,62.09,58.8,36.52,15.52,1.24,36.50892,0.01108,False,24.99597359,1.997100982,False,2022.0,26.12,13.66,True,137.7105666,35.97,167.3499268,42.49726177,3.395399781,9.488805685,2,177.4,27.11087339,True,True,58.817845063617334,-0.01784506361733662,True
2024,NVIDIA,NVDA,USA,country,False,fabless_gpu,Fabless,AI expansion,False,2010,14,130.48,59.5,77.65,32.62,2.61,77.6356,0.0144,False,25.0,2.00030656,False,2023.0,62.09,36.52,True,110.1465614,68.39,112.6232202,42.00901481,3.361236317,15.74875379,1,284.01,34.27961038,True,True,59.51103617412631,-0.011036174126310527,True
2015,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,5,5.94,20.5,1.22,0.71,0.89,1.2177,0.0023,False,11.95286195,14.98316498,False,2014.0,5.86,1.23,True,1.365187713,0.08,-0.81300813,58.19672131,72.95081967,1.906779661,16,172.79,55.46674371,True,True,20.538720538720536,-0.03872053872053627,False
2016,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,6,7.47,19.0,1.42,0.9,1.12,1.4193,0.0007,False,12.04819277,14.99330656,False,2015.0,5.94,1.22,True,25.75757576,1.53,16.39344262,63.38028169,78.87323944,2.022910066,13,211.93,57.39161047,True,True,19.009370816599734,-0.009370816599734155,False
2017,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,7,7.89,19.9,1.57,0.95,1.18,1.57011,0.00011,False,12.04055767,14.95564005,False,2016.0,7.47,1.42,True,5.62248996,0.42,10.56338028,60.50955414,75.15923567,1.833391426,17,247.23,57.44858836,True,True,19.89860583016477,0.0013941698352297749,False
2018,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,8,9.15,19.0,1.74,1.1,1.37,1.7385,0.0015,False,12.02185792,14.9726776,False,2017.0,7.89,1.57,True,15.96958175,1.26,10.82802548,63.2183908,78.73563218,1.921461571,16,274.37,57.61654767,True,True,19.01639344262295,-0.01639344262294884,False
2019,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,9,8.98,14.9,1.34,1.08,1.35,1.33802,0.00198,False,12.02672606,15.03340757,False,2018.0,9.15,1.74,True,-1.857923497,-0.17,-22.98850575,80.59701493,100.7462687,1.813958186,18,273.07,55.16008484,True,True,14.92204899777283,-0.022048997772829537,False
2020,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,10,8.19,21.4,1.76,0.98,1.23,1.75266,0.00734,False,11.96581197,15.01831502,False,2019.0,8.98,1.34,True,-8.797327394,-0.79,31.34328358,55.68181818,69.88636364,1.626000119,19,258.64,51.34904405,True,True,21.48962148962149,-0.08962148962149286,False
2021,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Smart automobile expansion,False,2010,11,10.73,12.3,1.32,1.29,1.61,1.31979,0.00021,False,12.02236719,15.00465983,False,2020.0,8.19,1.76,True,31.01343101,2.54,-25.0,97.72727273,121.969697,1.779347628,19,285.1,47.2779132,True,True,12.301957129543336,-0.0019571295433351565,False
2022,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,Transition Year,False,2010,12,13.51,20.8,2.81,1.62,2.03,2.81008,8e-05,False,11.99111769,15.02590674,False,2021.0,10.73,1.32,True,25.90866729,2.78,112.8787879,57.65124555,72.24199288,1.937028647,19,317.07,45.46067158,True,True,20.799407846039973,0.0005921539600279857,False
2023,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,AI expansion,False,2010,13,13.02,6.0,0.79,1.56,1.95,0.7812,0.0088,False,11.98156682,14.97695853,False,2022.0,13.51,2.81,True,-3.626943005,-0.49,-71.886121,197.4683544,246.835443,1.989760831,18,256.74,39.23588294,True,True,6.067588325652842,-0.06758832565284223,False
2024,NXP Semiconductors,NXPI,NLD,country,False,idm_automotive,IDM,AI expansion,False,2010,14,12.92,21.0,2.72,1.55,1.94,2.7132,0.0068,False,11.99690402,15.01547988,False,2023.0,13.02,0.79,True,-0.768049155,-0.1,244.3037975,56.98529412,71.32352941,1.559425957,18,301.22,36.35683335,True,True,21.05263157894737,-0.05263157894736992,False
2015,Onsemi,ON,USA,country,False,idm_power,IDM,Smart automobile expansion,False,2010,5,3.57,26.3,0.94,0.43,0.36,0.93891,0.00109,False,12.04481793,10.08403361,False,2014.0,3.17,0.87,True,12.61829653,0.4,8.045977011,45.74468085,38.29787234,1.145993837,24,172.79,55.46674371,True,True,26.330532212885156,-0.03053221288515573,False
2016,Onsemi,ON,USA,country,False,idm_power,IDM,Smart automobile expansion,False,2010,6,4.46,26.9,1.2,0.54,0.45,1.19974,0.00026,False,12.10762332,10.0896861,False,2015.0,3.57,0.94,True,24.92997199,0.89,27.65957447,45.0,37.5,1.207788339,24,211.93,57.39161047,True,True,26.905829596412556,-0.005829596412556981,False
2017,Onsemi,ON,USA,country,False,idm_power,IDM,Smart automobile expansion,False,2010,7,5.21,26.9,1.4,0.63,0.52,1.40149,0.00149,False,12.09213052,9.980806142,False,2016.0,4.46,1.2,True,16.8161435,0.75,16.66666667,45.0,37.14285714,1.2106425,23,247.23,57.44858836,True,True,26.871401151631474,0.028598848368524443,False
2018,Onsemi,ON,USA,country,False,idm_power,IDM,Smart automobile expansion,False,2010,8,5.96,19.6,1.17,0.72,0.6,1.16816,0.00184,False,12.08053691,10.06711409,False,2017.0,5.21,1.4,True,14.39539347,0.75,-16.42857143,61.53846154,51.28205128,1.251574969,24,274.37,57.61654767,True,True,19.630872483221477,-0.030872483221475733,False
2019,Onsemi,ON,USA,country,False,idm_power,IDM,Smart automobile expansion,False,2010,9,5.61,23.3,1.31,0.67,0.56,1.30713,0.00287,False,11.942959,9.982174688,False,2018.0,5.96,1.17,True,-5.872483221,-0.35,11.96581197,51.14503817,42.7480916,1.133218867,23,273.07,55.16008484,True,True,23.351158645276293,-0.05115864527629199,False
2020,Onsemi,ON,USA,country,False,idm_power,IDM,Smart automobile expansion,False,2010,10,5.1,30.0,1.53,0.61,0.51,1.53,0.0,False,11.96078431,10.0,False,2019.0,5.61,1.31,True,-9.090909091,-0.51,16.79389313,39.86928105,33.33333333,1.012527547,25,258.64,51.34904405,True,True,30.000000000000004,-3.552713678800501e-15,False
2021,Onsemi,ON,USA,country,False,idm_power,IDM,Smart automobile expansion,False,2010,11,7.16,29.1,2.08,0.86,0.72,2.08356,0.00356,False,12.01117318,10.05586592,False,2020.0,5.1,1.53,True,40.39215686,2.06,35.94771242,41.34615385,34.61538462,1.18733728,24,285.1,47.2779132,True,True,29.05027932960894,0.04972067039106065,False
2022,Onsemi,ON,USA,country,False,idm_power,IDM,Transition Year,False,2010,12,8.36,29.1,2.43,1.0,0.84,2.43276,0.00276,False,11.96172249,10.04784689,False,2021.0,7.16,2.08,True,16.75977654,1.2,16.82692308,41.15226337,34.56790123,1.198635047,24,317.07,45.46067158,True,True,29.06698564593302,0.03301435406698161,False
2023,Onsemi,ON,USA,country,False,idm_power,IDM,AI expansion,False,2010,13,8.3,25.6,2.13,1.0,0.83,2.1248,0.0052,False,12.04819277,10.0,False,2022.0,8.36,2.43,True,-0.717703349,-0.06,-12.34567901,46.94835681,38.96713615,1.268434324,23,256.74,39.23588294,True,True,25.662650602409638,-0.06265060240963649,False
2024,Onsemi,ON,USA,country,False,idm_power,IDM,AI expansion,False,2010,14,6.87,26.2,1.8,0.82,0.69,1.79994,6e-05,False,11.93595342,10.04366812,False,2023.0,8.3,2.13,True,-17.22891566,-1.43,-15.49295775,45.55555556,38.33333333,0.829199406,26,301.22,36.35683335,True,True,26.200873362445414,-0.0008733624454144717,False
2015,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,5,27.28,26.5,7.22,3.27,2.73,7.2292,0.0092,False,11.98680352,10.00733138,False,2014.0,21.48,7.63,True,27.0018622,5.8,-5.373525557,45.29085873,37.81163435,8.757062147,4,56.49,18.13366718,True,True,26.466275659824046,0.03372434017595438,False
2016,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,6,23.97,31.0,7.44,2.88,2.4,7.4307,0.0093,False,12.01501877,10.01251564,False,2015.0,27.28,7.22,True,-12.13343109,-3.31,3.047091413,38.70967742,32.25806452,6.491185312,4,61.02,16.52449427,True,True,31.038798498122656,-0.0387984981226559,False
2017,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,7,24.72,27.0,6.68,2.97,2.47,6.6744,0.0056,False,12.01456311,9.991909385,False,2016.0,23.97,7.44,True,3.128911139,0.75,-10.21505376,44.46107784,36.9760479,5.744161729,6,71.42,16.59579412,True,True,27.02265372168285,-0.022653721682850403,False
2018,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,8,22.53,32.3,7.29,2.7,2.25,7.27719,0.01281,False,11.9840213,9.986684421,False,2017.0,24.72,6.68,True,-8.859223301,-2.19,9.131736527,37.03703704,30.86419753,4.731205376,6,77.11,16.19277614,True,True,32.35685752330226,-0.05685752330226279,False
2019,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,9,23.4,28.9,6.76,2.81,2.34,6.7626,0.0026,False,12.00854701,10.0,False,2018.0,22.53,7.29,True,3.861517976,0.87,-7.270233196,41.56804734,34.61538462,4.726795273,6,88.03,17.78204222,True,True,28.888888888888893,0.011111111111105743,False
2020,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,10,23.41,25.9,6.06,2.81,2.34,6.06319,0.00319,False,12.00341734,9.995728321,False,2019.0,23.4,6.76,True,0.042735043,0.01,-10.35502959,46.36963696,38.61386139,4.647699974,6,99.9,19.83362783,True,True,25.886373344724472,0.013626655275526645,False
2021,Qualcomm,QCOM,USA,country,False,fabless_mobile,Fabless,Smart automobile expansion,False,2010,11,33.61,29.2,9.81,4.03,3.36,9.81412,0.00412,False,11.99047902,9.997024695,False,2020.0,23.41,6.06,True,43.57112345,10.2,61.88118812,41.08053007,34.25076453,5.573520389,4,127.36,21.12001061,True,True,29.18774174352871,0.012258256471287865,False
